year	statenum	division	newlpc_prop	newlpc_viol	newlpc_murd	newefaprop	newefaviol	newefamurd
1960	1	6	2.335129	.6217844	-2.087415			
1961	1	6	2.283742	.517558	-2.049731			
1962	1	6	2.37789	.4636261	-2.352881			
1963	1	6	2.439858	.5993992	-2.290155			
1964	1	6	2.612622	.760076	-2.374317			
1965	1	6	2.639327	.6974944	-2.165213			
1966	1	6	2.741734	.8491932	-2.199537			
1967	1	6	2.803746	.8932393	-2.120167			
1968	1	6	2.905873	.8775945	-2.102337			
1969	1	6	2.957934	.9440416	-1.959078			
1970	1	6	3.083601	1.08418	-2.143077			
1971	1	6	3.079911	1.130854	-1.898191			
1972	1	6	3.027228	1.133392	-1.965137			
1973	1	6	3.094134	1.241588	-2.034588			
1974	1	6	3.254772	1.302349	-1.911889			
1975	1	6	3.409603	1.350722	-1.852503			
1976	1	6	3.513125	1.338832	-1.910182			
1977	1	6	3.471745	1.397565	-1.976094			
1978	1	6	3.537236	1.40917	-2.038493			
1979	1	6	3.620109	1.393575	-2.053464			
1980	1	6	3.793324	1.490791	-2.036378			
1981	1	6	3.789948	1.547883	-2.131435			
1982	1	6	3.738802	1.503472	-2.242103			
1983	1	6	3.61317	1.431919	-2.380284			
1984	1	6	3.5566	1.470966	-2.357676			
1985	1	6	3.563062	1.532841	-2.305743	.0406244	.0102478	.0009593
1986	1	6	3.63436	1.734473	-2.278224	.0624972	.0160521	.0015403
1987	1	6	3.678285	1.738104	-2.357687	.1158312	.0345424	.0056296
1988	1	6	3.714974	1.745515	-2.288726	.1802632	.0573062	.0107106
1989	1	6	3.719635	1.797848	-2.258944	.2773608	.0981331	.0246738
1990	1	6	3.736915	1.955725	-2.160156	.3895639	.1518636	.0503652
1991	1	6	3.808937	2.1307	-2.167933	.5318907	.2267317	.0913744
1992	1	6	3.779036	2.160887	-2.211533	.6930131	.3168835	.1490311
1993	1	6	3.706694	2.048181	-2.164131	.8652006	.4240857	.224434
1994	1	6	3.732545	1.912579	-2.140472	1.050828	.550605	.3176734
1995	1	6	3.731156	1.834033	-2.202311	1.233301	.6898172	.4335665
1996	1	6	3.737102	1.718835	-2.277753	1.41531	.8399056	.5622677
1997	1	6	3.755796	1.719432	-2.327606	1.580344	.9927251	.7055626
1998	1	6	3.697869	1.621286	-2.521131	1.730121	1.149329	.854705
1999	1	6	3.655557	1.57594	-2.552642	1.858839	1.298604	1.005311
2000	1	6	3.702524	1.580196	-2.60512	1.975834	1.446152	1.156306
2001	1	6	3.657805	1.477663	-2.467167	2.085295	1.589816	1.303046
2002	1	6	3.695313	1.492413	-2.693886	2.180776	1.728716	1.448514
2003	1	6	3.700425	1.456805	-2.712217	2.266808	1.8621	1.588123
1960	3	8	3.319991	.7163431	-2.829436			
1961	3	8	3.3795	.4862183	-2.818398			
1962	3	8	3.436025	.5734078	-2.83935			
1963	3	8	3.490533	.688204	-2.794524			
1964	3	8	3.551743	.7722006	-2.931033			
1965	3	8	3.528234	.6688648	-2.985682			
1966	3	8	3.674605	.7066858	-2.801503			
1967	3	8	3.821271	.8605751	-2.895244			
1968	3	8	3.823835	.9620754	-2.773778			
1969	3	8	3.863181	1.195648	-2.834942			
1970	3	8	4.013643	1.307575	-2.357816			
1971	3	8	3.989736	1.362777	-2.727122			
1972	3	8	3.972465	1.469596	-2.649212			
1973	3	8	4.099218	1.536702	-2.543269			
1974	3	8	4.305853	1.702654	-2.378825			
1975	3	8	4.328904	1.673825	-2.481781			
1976	3	8	4.27526	1.482758	-2.584384			
1977	3	8	4.229251	1.543041	-2.413771			
1978	3	8	4.189577	1.642243	-2.431991			
1979	3	8	4.212554	1.706978	-2.487783			
1980	3	8	4.311921	1.864893	-2.283689			
1981	3	8	4.247821	1.744478	-2.516028			
1982	3	8	4.18139	1.632405	-2.505132			
1983	3	8	4.075099	1.595694	-2.634663			
1984	3	8	4.086937	1.636477	-2.556228			
1985	3	8	4.177577	1.797021	-2.528414	.0610724	.0155418	.0014727
1986	3	8	4.201807	1.887091	-2.377331	.0876294	.0229135	.002251
1987	3	8	4.171031	1.797532	-2.608995	.1640992	.0505862	.0087707
1988	3	8	4.208699	1.788733	-2.486941	.2479358	.0813507	.016119
1989	3	8	4.293724	1.772568	-2.726773	.380401	.1403852	.03789
1990	3	8	4.276568	1.870313	-2.562806	.5214688	.2132133	.0763961
1991	3	8	4.199655	1.892947	-2.566422	.6791883	.306265	.1347281
1992	3	8	4.130642	1.88172	-2.529756	.8621633	.4179455	.2152603
1993	3	8	4.174831	1.934741	-2.484277	1.038557	.5388165	.3110892
1994	3	8	4.238745	1.909495	-2.299079	1.223435	.6767774	.4208854
1995	3	8	4.267901	1.915395	-2.312219	1.400326	.8258675	.5545372
1996	3	8	4.12915	1.807669	-2.498723	1.557323	.9756338	.6903096
1997	3	8	4.146122	1.791374	-2.536231	1.712572	1.129992	.8407099
1998	3	8	4.048964	1.709414	-2.563996	1.861137	1.288162	.9906663
1999	3	8	3.928644	1.65667	-2.571304	1.996904	1.437819	1.134048
2000	3	8	3.963019	1.664103	-2.666521	2.127126	1.591671	1.28653
2001	3	8	4.01604	1.688914	-2.583402	2.243175	1.741861	1.436493
2002	3	8	4.06937	1.713269	-2.642942	2.346728	1.888371	1.591269
2003	3	8	4.03141	1.635685	-2.53776	2.432182	2.026574	1.743335
1960	4	7	2.224608	.0727495	-2.465532			
1961	4	7	2.232405	.0016598	-2.405119			
1962	4	7	2.284561	-.1057803	-2.554748			
1963	4	7	2.36457	.0600284	-2.616383			
1964	4	7	2.52237	.3308839	-2.557596			
1965	4	7	2.466479	.3403867	-2.801514			
1966	4	7	2.530457	.5171248	-2.614609			
1967	4	7	2.680063	.8208753	-2.396844			
1968	4	7	2.913755	.8295661	-2.456911			
1969	4	7	3.021814	.8306565	-2.273224			
1970	4	7	3.090497	.7989641	-2.28881			
1971	4	7	3.024094	.8640916	-2.268842			
1972	4	7	3.027838	.8744918	-2.282302			
1973	4	7	3.194546	1.053455	-2.437143			
1974	4	7	3.377066	1.132422	-2.207943			
1975	4	7	3.442831	1.227393	-2.316352			
1976	4	7	3.406286	1.083058	-2.321265			
1977	4	7	3.377356	1.142449	-2.463858			
1978	4	7	3.413855	1.209961	-2.422321			
1979	4	7	3.441594	1.257073	-2.439855			
1980	4	7	3.546372	1.207489	-2.388648			
1981	4	7	3.551728	1.132819	-2.39537			
1982	4	7	3.567233	1.176193	-2.507056			
1983	4	7	3.476234	1.100449	-2.561383			
1984	4	7	3.428985	1.179948	-2.578738			
1985	4	7	3.491017	1.259413	-2.521246	.035184	.0087322	.0007986
1986	4	7	3.580866	1.39026	-2.502201	.0502905	.0128651	.0012278
1987	4	7	3.665586	1.435197	-2.554905	.0958066	.0289374	.0047598
1988	4	7	3.67009	1.474723	-2.407182	.1412443	.044947	.0083642
1989	4	7	3.734274	1.580486	-2.447414	.2152381	.0769754	.019726
1990	4	7	3.766749	1.669394	-2.280172	.3165473	.1253633	.0419795
1991	4	7	3.81996	1.775766	-2.200227	.412465	.1779407	.0724528
1992	4	7	3.727076	1.744806	-2.233034	.5389102	.2525091	.1217547
1993	4	7	3.728578	1.767251	-2.297024	.6576739	.3324706	.1829168
1994	4	7	3.721949	1.766989	-2.138071	.7774298	.4216821	.2534356
1995	4	7	3.70224	1.690033	-2.281278	.8951501	.5182107	.3412817
1996	4	7	3.707232	1.632532	-2.46341	1.010374	.621958	.4326525
1997	4	7	3.705232	1.631307	-2.342225	1.109909	.7229315	.5296697
1998	4	7	3.601595	1.555506	-2.570022	1.197947	.8254342	.6347434
1999	4	7	3.549599	1.408719	-2.920172	1.272995	.9201647	.7291383
2000	4	7	3.600883	1.491617	-2.769049	1.344042	1.013253	.8280467
2001	4	7	3.605856	1.510282	-2.900877	1.417289	1.105187	.9196076
2002	4	7	3.620783	1.446405	-2.947957	1.482717	1.189952	1.005685
2003	4	7	3.5887	1.516708	-2.752186	1.557132	1.283997	1.096464
1960	5	9	3.467056	.8614559	-3.248939			
1961	5	9	3.452587	.838452	-3.305705			
1962	5	9	3.498414	.8475823	-3.257511			
1963	5	9	3.563929	.8758413	-3.267765			
1964	5	9	3.653254	.9730169	-3.199831			
1965	5	9	3.699047	1.038268	-3.050188			
1966	5	9	3.751348	1.118632	-3.078501			
1967	5	9	3.849576	1.257668	-2.915401			
1968	5	9	3.960988	1.433096	-2.825202			
1969	5	9	4.018322	1.517276	-2.654755			
1970	5	9	4.070571	1.556862	-2.675104			
1971	5	9	4.116471	1.639859	-2.516966			
1972	5	9	4.06713	1.68194	-2.441811			
1973	5	9	4.036973	1.72018	-2.416601			
1974	5	9	4.120278	1.796587	-2.367149			
1975	5	9	4.165411	1.863525	-2.277272			
1976	5	9	4.165144	1.881973	-2.290618			
1977	5	9	4.122933	1.933791	-2.184661			
1978	5	9	4.130679	1.981396	-2.168603			
1979	5	9	4.17394	2.068807	-2.064118			
1980	5	9	4.228481	2.178768	-1.942714			
1981	5	9	4.203552	2.14997	-2.044719			
1982	5	9	4.166	2.093787	-2.189559			
1983	5	9	4.070997	2.037212	-2.262774			
1984	5	9	4.035283	2.023922	-2.252565			
1985	5	9	4.049379	2.032174	-2.256073	.3744402	.1172595	.0208852
1986	5	9	4.063219	2.215303	-2.188417	.574919	.1993983	.0467656
1987	5	9	4.019166	2.212896	-2.251261	.8435088	.3237168	.0996521
1988	5	9	4.033587	2.21936	-2.271601	1.158065	.4887875	.1875276
1989	5	9	4.05266	2.274662	-2.224852	1.498476	.6895412	.318296
1990	5	9	4.011217	2.34011	-2.132055	1.849148	.921774	.4932918
1991	5	9	4.037022	2.38572	-2.066359	2.192178	1.175575	.7012411
1992	5	9	4.014662	2.412182	-2.066823	2.532861	1.45083	.942837
1993	5	9	3.983068	2.375428	-2.032806	2.853119	1.737555	1.203571
1994	5	9	3.941985	2.313799	-2.14035	3.148295	2.032052	1.481089
1995	5	9	3.881268	2.264608	-2.194628	3.421926	2.33184	1.772083
1996	5	9	3.767229	2.150432	-2.396111	3.656847	2.616892	2.059239
1997	5	9	3.698778	2.070529	-2.533408	3.871139	2.891457	2.340205
1998	5	9	3.584558	1.941436	-2.720946	4.068215	3.156777	2.613821
1999	5	9	3.448148	1.825435	-2.815878	4.247305	3.411886	2.877526
2000	5	9	3.435984	1.8232	-2.794546	4.414949	3.661668	3.14065
2001	5	9	3.491353	1.81872	-2.75071	4.556756	3.890866	3.387958
2002	5	9	3.515273	1.784389	-2.681629	4.672179	4.095507	3.616244
2003	5	9	3.534088	1.757212	-2.690101	4.758659	4.273488	3.825512
1960	6	8	3.004596	.3083821	-3.18771			
1961	6	8	3.080835	.366013	-3.100852			
1962	6	8	3.227203	.453946	-2.984735			
1963	6	8	3.243851	.2774282	-3.025084			
1964	6	8	3.244494	.4594789	-3.17907			
1965	6	8	3.231292	.415324	-3.359268			
1966	6	8	3.331564	.5093297	-3.234948			
1967	6	8	3.400791	.6128	-3.232608			
1968	6	8	3.548858	.9325725	-2.958691			
1969	6	8	3.706589	1.063691	-2.962139			
1970	6	8	3.903224	1.270756	-2.780584			
1971	6	8	3.931334	1.309149	-2.738249			
1972	6	8	3.928971	1.379673	-2.507032			
1973	6	8	3.904394	1.39671	-2.559702			
1974	6	8	4.031315	1.44014	-2.823193			
1975	6	8	4.108737	1.512389	-2.6215			
1976	6	8	4.134558	1.408904	-2.705132			
1977	6	8	4.116576	1.603956	-2.787589			
1978	6	8	4.112995	1.569791	-2.647313			
1979	6	8	4.151359	1.625166	-2.873401			
1980	6	8	4.20972	1.65454	-2.68723			
1981	6	8	4.217639	1.66594	-2.522509			
1982	6	8	4.180541	1.61245	-2.822675			
1983	6	8	4.120861	1.562854	-2.74168			
1984	6	8	4.099089	1.523724	-2.846549			
1985	6	8	4.173279	1.556672	-2.831881	.1016661	.0259797	.0024758
1986	6	8	4.184749	1.664585	-2.644462	.14598	.0381203	.0037385
1987	6	8	4.102471	1.553077	-2.837356	.2647819	.0820426	.0143127
1988	6	8	4.052519	1.561505	-2.859073	.4059595	.1349239	.0272085
1989	6	8	4.032122	1.563008	-3.110716	.6070225	.226445	.0619579
1990	6	8	4.008361	1.656095	-3.17673	.8311195	.3456392	.1265157
1991	6	8	4.00703	1.718494	-2.83443	1.086159	.4985681	.223901
1992	6	8	3.977815	1.748421	-2.784079	1.337629	.6634233	.3515601
1993	6	8	3.890594	1.722376	-2.864621	1.591368	.8504104	.5079426
1994	6	8	3.854549	1.610037	-2.929294	1.822932	1.045665	.6770205
1995	6	8	3.882169	1.461006	-2.874467	2.034901	1.251166	.8746669
1996	6	8	3.828083	1.372366	-3.080883	2.22288	1.455219	1.072228
1997	6	8	3.72655	1.25808	-3.242367	2.387087	1.654807	1.277216
1998	6	8	3.679872	1.293546	-3.113306	2.533485	1.852507	1.477474
1999	6	8	3.576033	1.184205	-3.12866	2.653838	2.029722	1.666182
2000	6	8	3.590965	1.200055	-3.474795	2.752385	2.196028	1.845447
2001	6	8	3.653215	1.252537	-3.332947	2.826151	2.349069	2.020653
2002	6	8	3.689607	1.261536	-3.22402	2.887204	2.49281	2.186666
2003	6	8	3.674677	1.239436	-3.246212	2.932729	2.619343	2.337763
1960	7	1	2.412405	-1.008461	-4.127921			
1961	7	1	2.504879	-1.080221	-4.638992			
1962	7	1	2.546975	-1.037432	-4.354822			
1963	7	1	2.706778	-.8275695	-4.06081			
1964	7	1	2.846143	-.4562319	-4.04484			
1965	7	1	2.861811	-.3702169	-4.128886			
1966	7	1	2.938748	-.302139	-3.930449			
1967	7	1	3.080956	-.0456605	-3.735967			
1968	7	1	3.316539	.2550188	-3.703835			
1969	7	1	3.426963	.3863955	-3.55202			
1970	7	1	3.502256	.5329982	-3.35361			
1971	7	1	3.548202	.6676905	-3.462128			
1972	7	1	3.471287	.6932453	-3.423839			
1973	7	1	3.545262	.7386086	-3.403748			
1974	7	1	3.737143	.8293232	-3.41563			
1975	7	1	3.851758	.991478	-3.246005			
1976	7	1	3.867661	1.015935	-3.459056			
1977	7	1	3.827061	1.045007	-3.151739			
1978	7	1	3.834168	1.1498	-3.17664			
1979	7	1	3.988694	1.427298	-3.162642			
1980	7	1	3.995929	1.411299	-3.059792			
1981	7	1	3.987994	1.500751	-2.924452			
1982	7	1	3.922048	1.38955	-2.951797			
1983	7	1	3.821527	1.313982	-3.19926			
1984	7	1	3.737763	1.362584	-3.26062			
1985	7	1	3.753348	1.382654	-3.283768	.1467861	.0375237	.0035777
1986	7	1	3.774032	1.437909	-3.081085	.205299	.0536797	.0052732
1987	7	1	3.812326	1.42153	-3.03572	.3814698	.1198906	.0214955
1988	7	1	3.828277	1.506466	-2.934087	.5668322	.1902321	.0389291
1989	7	1	3.848845	1.619075	-2.849612	.8428975	.3194655	.0899103
1990	7	1	3.876582	1.709991	-2.987253	1.161753	.4904481	.1842257
1991	7	1	3.872657	1.682206	-2.871446	1.495972	.6959528	.3194768
1992	7	1	3.813392	1.594078	-2.989906	1.837086	.924006	.5002376
1993	7	1	3.72651	1.507946	-2.776578	2.144891	1.16672	.7144901
1994	7	1	3.699268	1.503639	-2.735913	2.418434	1.416062	.938915
1995	7	1	3.69803	1.386025	-3.098332	2.690631	1.682937	1.202308
1996	7	1	3.622728	1.396971	-3.050138	2.932652	1.943903	1.450221
1997	7	1	3.557715	1.339194	-3.296239	3.160295	2.206303	1.710545
1998	7	1	3.50477	1.270791	-3.216013	3.360089	2.470597	1.974126
1999	7	1	3.384342	1.208745	-3.454694	3.517735	2.701715	2.215967
2000	7	1	3.368078	1.175779	-3.550163	3.646327	2.917544	2.456623
2001	7	1	3.323514	1.208146	-3.4873	3.749516	3.118375	2.684961
2002	7	1	3.296188	1.139213	-3.71792	3.844486	3.309059	2.897928
2003	7	1	3.25964	1.124572	-3.512395	3.925521	3.489633	3.104865
1960	8	5	3.027192	-.1800969	-2.610515			
1961	8	5	3.008985	-.3713467	-3.137666			
1962	8	5	3.075316	-.3275569	-3.154871			
1963	8	5	3.115767	-.1302832	-3.001963			
1964	8	5	3.16735	.0848293	-3.073096			
1965	8	5	3.130508	.1012099	-2.861215			
1966	8	5	3.207807	.2385285	-2.417465			
1967	8	5	3.297881	.5909562	-2.456736			
1968	8	5	3.375655	.8804501	-2.473733			
1969	8	5	3.468106	1.078662	-2.530369			
1970	8	5	3.67264	1.186295	-2.568795			
1971	8	5	3.826616	1.294152	-2.809948			
1972	8	5	3.708817	1.336805	-2.687172			
1973	8	5	3.742362	1.249714	-2.832796			
1974	8	5	3.993922	1.474056	-2.287933			
1975	8	5	4.126322	1.353211	-2.636655			
1976	8	5	4.070829	1.154359	-2.796885			
1977	8	5	4.048513	1.323845	-2.82787			
1978	8	5	4.059776	1.463087	-2.724623			
1979	8	5	4.07036	1.659295	-2.892027			
1980	8	5	4.143191	1.557484	-2.674853			
1981	8	5	4.127339	1.630729	-2.701319			
1982	8	5	4.069507	1.727159	-2.929773			
1983	8	5	3.915489	1.511915	-3.187109			
1984	8	5	3.824688	1.474187	-3.197145			
1985	8	5	3.818858	1.472212	-3.025744	.1269425	.0321283	.0030215
1986	8	5	3.793863	1.46028	-3.00785	.1846967	.0481646	.0047152
1987	8	5	3.819468	1.471359	-2.960179	.3350115	.1044001	.018377
1988	8	5	3.791101	1.526707	-2.946947	.4870461	.1619209	.0323965
1989	8	5	3.785362	1.738557	-2.963259	.7430855	.2808541	.0781982
1990	8	5	3.846147	1.874742	-3.010124	1.009384	.4236455	.1564619
1991	8	5	3.938061	1.961564	-2.915694	1.319109	.6130804	.2771085
1992	8	5	3.735583	1.817904	-3.078068	1.611236	.8133199	.4379628
1993	8	5	3.725329	1.916429	-3.004802	1.868316	1.027186	.6303914
1994	8	5	3.73215	1.846827	-3.079328	2.088273	1.242146	.8348336
1995	8	5	3.774227	1.963349	-3.373804	2.281291	1.459667	1.065413
1996	8	5	3.72219	1.877733	-3.173982	2.435121	1.661337	1.271701
1997	8	5	3.885148	2.035423	-3.531011	2.579733	1.862267	1.489021
1998	8	5	3.803161	2.0056	-3.593175	2.709646	2.059394	1.686501
1999	8	5	3.686373	1.965816	-3.474796	2.797601	2.218815	1.864359
2000	8	5	3.632293	1.919761	-3.448642	2.899608	2.382266	2.037419
2001	8	5	3.539124	1.8113	-3.543644	2.997177	2.530845	2.194086
2002	8	5	3.510155	1.791629	-3.434118	3.103109	2.681612	2.348269
2003	8	5	3.52093	1.883193	-3.529011	3.216355	2.834692	2.504993
1960	10	5	3.200792	.7931878	-2.250792			
1961	10	5	3.10651	.774612	-2.397133			
1962	10	5	3.155167	.6532447	-2.564583			
1963	10	5	3.251136	.7695751	-2.497782			
1964	10	5	3.410444	1.051145	-2.46997			
1965	10	5	3.382726	1.071602	-2.441843			
1966	10	5	3.492947	1.190232	-2.299967			
1967	10	5	3.57413	1.321393	-2.293336			
1968	10	5	3.656791	1.467651	-2.174783			
1969	10	5	3.712282	1.488106	-2.221767			
1970	10	5	3.874857	1.605511	-2.066483			
1971	10	5	3.920228	1.684331	-2.037623			
1972	10	5	3.841657	1.678729	-2.095474			
1973	10	5	3.950514	1.769114	-1.90308			
1974	10	5	4.180662	1.887967	-1.941313			
1975	10	5	4.234025	1.910249	-2.020014			
1976	10	5	4.125095	1.840412	-2.261599			
1977	10	5	4.05622	1.880223	-2.333102			
1978	10	5	4.086325	1.978001	-2.260844			
1979	10	5	4.165503	2.058967	-2.162831			
1980	10	5	4.278446	2.257866	-1.959296			
1981	10	5	4.255445	2.2644	-1.901654			
1982	10	5	4.179552	2.188361	-2.005768			
1983	10	5	4.080203	2.105758	-2.193404			
1984	10	5	4.080716	2.155197	-2.167237			
1985	10	5	4.195967	2.243242	-2.170034	.1226079	.0306444	.0028313
1986	10	5	4.276179	2.33909	-2.141267	.179516	.0467132	.0045604
1987	10	5	4.316789	2.328869	-2.16914	.3143333	.0957395	.0158778
1988	10	5	4.364978	2.419617	-2.162283	.4711527	.1535354	.029675
1989	10	5	4.345795	2.409055	-2.196648	.7318791	.2693606	.0713208
1990	10	5	4.318966	2.513834	-2.24615	1.021232	.4158542	.1444529
1991	10	5	4.292072	2.464794	-2.371456	1.337546	.6033183	.2600227
1992	10	5	4.257864	2.478908	-2.424814	1.659665	.8166839	.4226088
1993	10	5	4.251016	2.471951	-2.431719	1.970168	1.051121	.6205927
1994	10	5	4.242805	2.419258	-2.503295	2.245113	1.28827	.8345414
1995	10	5	4.168365	2.34522	-2.640425	2.501666	1.540688	1.081755
1996	10	5	4.1351	2.321369	-2.624047	2.718642	1.789088	1.322623
1997	10	5	4.0992	2.290215	-2.708465	2.904479	2.031704	1.578457
1998	10	5	4.047993	2.201784	-2.773529	3.05425	2.262411	1.823388
1999	10	5	3.937958	2.102715	-2.909425	3.162271	2.461739	2.046172
2000	10	5	3.884141	2.090181	-2.877669	3.249536	2.646837	2.255333
2001	10	5	3.86807	2.078558	-2.929121	3.318651	2.809583	2.44456
2002	10	5	3.841465	2.043368	-2.907491	3.384829	2.962909	2.618391
2003	10	5	3.797117	1.989372	-2.912208	3.455703	3.113956	2.788049
1960	11	5	2.521737	.4592662	-2.132386			
1961	11	5	2.588616	.4455795	-2.306328			
1962	11	5	2.638288	.4169828	-2.270316			
1963	11	5	2.712212	.5202252	-2.370004			
1964	11	5	2.808358	.6656471	-2.135965			
1965	11	5	2.75486	.7061054	-2.177341			
1966	11	5	2.837382	.7277108	-2.161999			
1967	11	5	2.893354	.6608714	-2.17457			
1968	11	5	2.988803	.7927684	-1.952626			
1969	11	5	3.091063	.9036869	-2.111367			
1970	11	5	3.2496	1.113913	-1.877251			
1971	11	5	3.288279	1.216176	-1.844388			
1972	11	5	3.267451	1.309899	-1.708704			
1973	11	5	3.381493	1.391196	-1.772872			
1974	11	5	3.523041	1.46277	-1.750885			
1975	11	5	3.702135	1.496132	-1.963254			
1976	11	5	3.748851	1.410296	-2.003823			
1977	11	5	3.609188	1.447788	-2.175			
1978	11	5	3.717719	1.533603	-1.980247			
1979	11	5	3.829355	1.666542	-1.817904			
1980	11	5	3.905965	1.698733	-1.99929			
1981	11	5	3.928087	1.701514	-1.75792			
1982	11	5	3.855993	1.562847	-2.069893			
1983	11	5	3.701595	1.519547	-2.473149			
1984	11	5	3.694105	1.566014	-2.369003			
1985	11	5	3.831509	1.625994	-2.263553	.0772949	.0194864	.0018226
1986	11	5	3.888398	1.774102	-2.182649	.1154129	.0298299	.0028864
1987	11	5	3.956405	1.753932	-2.133799	.2017189	.0599525	.0095056
1988	11	5	4.049574	1.908487	-2.133461	.3193718	.10337	.0198577
1989	11	5	4.152913	1.999684	-2.056482	.4804979	.1728834	.0438624
1990	11	5	4.090264	2.018	-2.139008	.675523	.270353	.0914005
1991	11	5	4.048164	1.994586	-2.058765	.900407	.3975019	.1668402
1992	11	5	4.028413	1.982443	-2.219204	1.146068	.5478552	.2716865
1993	11	5	3.993018	1.969606	-2.179786	1.387508	.7146644	.4037588
1994	11	5	3.963935	1.884223	-2.320512	1.617742	.8967327	.5566599
1995	11	5	3.961497	1.865111	-2.373019	1.833743	1.090641	.7350183
1996	11	5	4.018007	1.834378	-2.477081	2.023503	1.284135	.9214662
1997	11	5	3.922122	1.776405	-2.613759	2.192632	1.475726	1.114232
1998	11	5	3.861262	1.716529	-2.543503	2.342007	1.666238	1.307352
1999	11	5	3.799218	1.642569	-2.624739	2.467303	1.843408	1.49132
2000	11	5	3.743342	1.613526	-2.537042	2.572149	2.007909	1.66903
2001	11	5	3.724641	1.602612	-2.641358	2.657015	2.160798	1.838124
2002	11	5	3.703323	1.525756	-2.645605	2.728047	2.303493	1.998563
2003	11	5	3.75154	1.51371	-2.582208	2.789928	2.435158	2.148865
1960	13	8	2.846623	-.9675056	-3.73618			
1961	13	8	2.906805	-1.12528	-3.888901			
1962	13	8	2.950429	-1.084265	-3.495064			
1963	13	8	2.949589	-.6348506	-3.636123			
1964	13	8	2.947144	-.2360947	-3.189888			
1965	13	8	2.959062	-.3303685	-3.89182			
1966	13	8	2.975055	-.4018432	-3.490719			
1967	13	8	2.926765	-.3641781	-3.132591			
1968	13	8	3.033707	-.2939366	-3.771323			
1969	13	8	3.279677	.1310531	-3.921973			
1970	13	8	3.41164	.2092824	-3.072995			
1971	13	8	3.51194	.2161439	-3.42691			
1972	13	8	3.479941	.3517667	-3.270273			
1973	13	8	3.479018	.4800873	-3.666217			
1974	13	8	3.65218	.5950608	-2.887887			
1975	13	8	3.658609	.6967681	-2.962611			
1976	13	8	3.668982	.7877344	-2.969229			
1977	13	8	3.630057	.8319349	-2.933709			
1978	13	8	3.595319	.8239957	-2.964055			
1979	13	8	3.646748	1.030249	-2.946185			
1980	13	8	3.795104	1.137594	-3.487041			
1981	13	8	3.745567	1.038057	-3.108026			
1982	13	8	3.634896	.9433211	-3.703071			
1983	13	8	3.598254	.8773826	-3.33411			
1984	13	8	3.547202	.8657439	-3.372191			
1985	13	8	3.614612	.8646284	-3.810746	.0241048	.00612	.0005781
1986	13	8	3.697803	.8127221	-3.432195	.0357276	.0092418	.0008952
1987	13	8	3.687409	.7749875	-3.458651	.0655179	.0197653	.0032811
1988	13	8	3.634639	.8667251	-3.309797	.1024283	.0331684	.006414
1989	13	8	3.624003	.9541639	-3.644059	.1559551	.0560434	.0144488
1990	13	8	3.627092	1.008703	-3.624226	.2188463	.0869959	.0297901
1991	13	8	3.662741	1.063446	-4.003802	.2936192	.1278471	.0534587
1992	13	8	3.610506	1.03038	-3.36607	.3774324	.176434	.0861239
1993	13	8	3.564432	1.027184	-3.545269	.4633417	.2319427	.1274321
1994	13	8	3.624603	1.039429	-3.354403	.5576493	.2978412	.1770148
1995	13	8	3.696308	1.157179	-3.199797	.6501475	.3696223	.2373183
1996	13	8	3.61132	.9710499	-3.331443	.7405331	.4463377	.3036406
1997	13	8	3.587159	.9278474	-3.450004	.8257509	.5256703	.3773482
1998	13	8	3.517059	1.018572	-3.549242	.9024506	.6066589	.454655
1999	13	8	3.350077	.8768992	-3.932354	.9686514	.6833513	.5317513
2000	13	8	3.374444	.9217564	-4.397282	1.025418	.7576044	.6093575
2001	13	8	3.363776	.8880208	-3.78512	1.074479	.8289732	.684242
2002	13	8	3.371788	.9342978	-3.619287	1.121383	.8993289	.7590346
2003	13	8	3.369765	.8861158	-4.001523	1.160272	.9644659	.8290988
1960	14	3	2.983577	1.294404	-3.026541			
1961	14	3	3.048613	1.299624	-3.024778			
1962	14	3	3.060664	1.331462	-2.951957			
1963	14	3	3.094362	1.173331	-2.990172			
1964	14	3	3.141288	1.24968	-2.917582			
1965	14	3	3.096942	1.166867	-2.96561			
1966	14	3	3.165155	1.283658	-2.677245			
1967	14	3	3.220387	1.367111	-2.624998			
1968	14	3	3.340891	1.404232	-2.510609			
1969	14	3	3.408562	1.501407	-2.452728			
1970	14	3	3.500361	1.543488	-2.343958			
1971	14	3	3.528159	1.562357	-2.340093			
1972	14	3	3.491277	1.625348	-2.435655			
1973	14	3	3.628045	1.713989	-2.269487			
1974	14	3	3.807565	1.824273	-2.144573			
1975	14	3	3.905569	1.889395	-2.259405			
1976	14	3	3.867233	1.8237	-2.279306			
1977	14	3	3.837046	1.828999	-2.328954			
1978	14	3	3.885609	1.897123	-2.332158			
1979	14	3	3.953123	1.99199	-2.248518			
1980	14	3	3.993239	2.082447	-2.250173			
1981	14	3	3.975659	2.071032	-2.250939			
1982	14	3	3.927284	2.048963	-2.430677			
1983	14	3	3.880713	1.992004	-2.328226			
1984	14	3	3.832759	1.989463	-2.40221			
1985	14	3	3.839667	1.978572	-2.509398	.1168348	.0295703	.0027809
1986	14	3	3.874348	2.104975	-2.409755	.1648926	.0430171	.0042134
1987	14	3	3.849663	2.091295	-2.466396	.2901332	.0894742	.0152283
1988	14	3	3.886786	2.105819	-2.441792	.4398988	.1467639	.0295854
